Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
other,10.0,4.0,1,Other,3.0,2.0,7.0,Fintech,1.0,0.0,20.0,11.373801319159593,7.0,6.0,11.0,100.0,49.0,0.6363636363636364,24.0
other,15.0,4.0,1,Back-end,3.0,,15.0,Software Development,2.0,0.0,9.0,11.536651757164861,5.0,4.0,7.0,225.0,225.0,0.9375,16.0
United States of America,,3.0,1,Front-end,1.0,2.0,20.0,"Internet, Telecomm or Information Services",3.0,0.0,5.0,11.918397239722838,4.0,,,,400.0,,0.0
Ukraine,10.0,5.0,1,Other,5.0,2.0,12.0,Media & Advertising Services,2.0,0.0,,10.346794218071167,6.0,5.0,6.0,100.0,144.0,1.0909090909090908,17.0
United States of America,6.0,4.0,1,Back-end,7.0,2.0,1.0,"Internet, Telecomm or Information Services",0.0,0.0,,11.326607934898927,,,,36.0,1.0,0.14285714285714285,0.0
Italy,7.0,6.0,1,Other,5.0,,3.0,Higher Education,1.0,0.0,4.0,10.552839573096401,3.0,,,49.0,9.0,0.375,0.0
other,22.0,4.0,1,Back-end,2.0,2.0,15.0,Software Development,2.0,1.0,6.0,11.87757552297847,3.0,5.0,5.0,484.0,225.0,0.6521739130434783,13.0
Canada,20.0,4.0,1,Full-stack,2.0,1.0,15.0,Software Development,2.0,1.0,10.0,11.363171770884069,7.0,4.0,5.0,400.0,225.0,0.7142857142857143,16.0
United States of America,7.0,5.0,1,Embedded/Hardware,3.0,,3.0,Retail and Consumer Services,1.0,0.0,6.0,11.184435286790631,4.0,,4.0,49.0,9.0,0.375,0.0
Canada,20.0,3.0,1,Desktop,0.0,2.0,20.0,Software Development,2.0,0.0,4.0,11.698425299019242,5.0,2.0,5.0,400.0,400.0,0.9523809523809523,12.0
Germany,12.0,4.0,1,Desktop,2.0,1.0,2.0,Software Development,1.0,0.0,8.0,10.98813613418685,7.0,3.0,,144.0,4.0,0.15384615384615385,0.0
United States of America,22.0,4.0,1,Embedded/Hardware,3.0,,12.0,Computer Systems Design and Services,1.0,0.0,3.0,11.608244735642321,8.0,1.0,3.0,484.0,144.0,0.5217391304347826,12.0
Germany,20.0,5.0,1,Management,7.0,1.0,20.0,Energy,3.0,1.0,10.0,11.843803511820838,1.0,1.0,2.0,400.0,400.0,0.9523809523809523,4.0
United States of America,17.0,5.0,1,Data/ML,2.0,2.0,11.0,Software Development,2.0,0.0,5.0,11.156264806643742,,,,289.0,121.0,0.6111111111111112,0.0
United States of America,10.0,3.0,1,Full-stack,1.0,2.0,8.0,Software Development,1.0,0.0,10.0,11.002116507732017,8.0,4.0,12.0,100.0,64.0,0.7272727272727273,24.0
other,15.0,5.0,1,Desktop,7.0,,8.0,Software Development,1.0,0.0,6.0,11.125334655538866,12.0,3.0,8.0,225.0,64.0,0.5,23.0
other,30.0,4.0,1,Management,5.0,1.0,25.0,Healthcare,2.0,1.0,999.0,11.632165216877887,10.0,,10.0,900.0,625.0,0.8064516129032258,0.0
United States of America,45.0,4.0,1,Mobile,2.0,2.0,33.0,Software Development,4.0,0.0,12.0,11.884495917930655,1.0,,1.0,2025.0,1089.0,0.717391304347826,0.0
other,7.0,4.0,1,Other,7.0,,,Manufacturing,0.0,0.0,10.0,10.180096038519288,5.0,,,49.0,,,0.0
United States of America,40.0,5.0,1,Data/ML,0.0,,40.0,Software Development,3.0,0.0,50.0,12.206077645517674,17.0,6.0,14.0,1600.0,1600.0,0.975609756097561,37.0
other,7.0,4.0,1,Full-stack,1.0,,2.0,Software Development,1.0,0.0,10.0,9.73896662036768,,,,49.0,4.0,0.25,0.0
Spain,18.0,5.0,1,DevOps/Cloud,4.0,2.0,10.0,Software Development,1.0,0.0,10.0,11.304805984955106,4.0,,12.0,324.0,100.0,0.5263157894736842,0.0
United States of America,23.0,4.0,1,Software,7.0,2.0,20.0,Healthcare,2.0,0.0,4.0,12.154784614286667,7.0,1.0,4.0,529.0,400.0,0.8333333333333334,12.0
Brazil,6.0,4.0,1,Back-end,,,6.0,Other:,1.0,,4.0,9.991727341385536,8.0,11.0,5.0,36.0,36.0,0.8571428571428571,24.0
United States of America,25.0,6.0,1,Full-stack,1.0,2.0,30.0,Retail and Consumer Services,5.0,0.0,2.0,10.819798284210286,4.0,1.0,,625.0,900.0,1.1538461538461537,0.0
other,16.0,4.0,1,Management,5.0,,11.0,Fintech,2.0,1.0,9.0,10.025660936493804,4.0,3.0,8.0,256.0,121.0,0.6470588235294118,15.0
Spain,28.0,5.0,1,Other,5.0,1.0,25.0,Software Development,3.0,0.0,20.0,10.745205588904774,4.0,1.0,6.0,784.0,625.0,0.8620689655172413,11.0
United States of America,49.0,4.0,1,Embedded/Hardware,3.0,,45.0,"Transportation, or Supply Chain",5.0,0.0,2.0,11.856522261533737,3.0,,,2401.0,2025.0,0.9,0.0
other,6.0,4.0,1,Full-stack,3.0,,3.0,Computer Systems Design and Services,2.0,0.0,8.0,10.463131911491967,,,,36.0,9.0,0.42857142857142855,0.0
United States of America,22.0,4.0,1,Full-stack,1.0,2.0,18.0,Energy,2.0,1.0,10.0,11.686887175419702,5.0,2.0,9.0,484.0,324.0,0.782608695652174,16.0
United States of America,29.0,4.0,1,DevOps/Cloud,7.0,1.0,25.0,Banking/Financial Services,3.0,0.0,20.0,12.25486757159303,,,,841.0,625.0,0.8333333333333334,0.0
Brazil,25.0,5.0,1,Software,6.0,2.0,22.0,Healthcare,2.0,0.0,10.0,10.908008917804642,10.0,3.0,10.0,625.0,484.0,0.8461538461538461,23.0
Brazil,12.0,4.0,1,Other,1.0,,8.0,"Internet, Telecomm or Information Services",1.0,1.0,5.0,10.676508195679236,4.0,2.0,8.0,144.0,64.0,0.6153846153846154,14.0
Poland,8.0,4.0,1,Back-end,5.0,2.0,4.0,Software Development,1.0,0.0,,11.089759619047705,12.0,8.0,13.0,64.0,16.0,0.4444444444444444,33.0
United States of America,19.0,4.0,1,Full-stack,2.0,1.0,10.0,"Internet, Telecomm or Information Services",2.0,0.0,10.0,11.695255355062795,15.0,6.0,18.0,361.0,100.0,0.5,39.0
Germany,25.0,5.0,1,Back-end,5.0,1.0,19.0,Software Development,2.0,0.0,10.0,11.71026698852057,7.0,4.0,10.0,625.0,361.0,0.7307692307692307,21.0
United States of America,16.0,5.0,1,Embedded/Hardware,,,15.0,Software Development,3.0,,7.0,12.301387370778713,5.0,3.0,7.0,256.0,225.0,0.8823529411764706,15.0
United States of America,25.0,5.0,1,Management,5.0,,25.0,Government,3.0,1.0,80.0,11.813037464800539,12.0,5.0,11.0,625.0,625.0,0.9615384615384616,28.0
Germany,30.0,6.0,1,Other,3.0,1.0,15.0,Other:,2.0,0.0,10.0,10.968336211051428,14.0,2.0,5.0,900.0,225.0,0.4838709677419355,21.0
Poland,6.0,4.0,1,Full-stack,2.0,,2.0,Software Development,1.0,0.0,5.0,10.002110421141213,5.0,3.0,7.0,36.0,4.0,0.2857142857142857,15.0
United States of America,12.0,2.0,1,Full-stack,0.0,2.0,7.0,Software Development,1.0,0.0,7.0,9.942756341456828,14.0,5.0,15.0,144.0,49.0,0.5384615384615384,34.0
other,16.0,4.0,1,Full-stack,5.0,2.0,11.0,Software Development,2.0,1.0,7.0,11.578095036953325,1.0,1.0,2.0,256.0,121.0,0.6470588235294118,4.0
United States of America,3.0,4.0,1,Desktop,1.0,2.0,,Software Development,0.0,0.0,6.0,11.608244735642321,10.0,3.0,12.0,9.0,,,25.0
United States of America,13.0,1.0,1,Desktop,6.0,2.0,5.0,Retail and Consumer Services,1.0,0.0,12.0,12.301387370778713,4.0,2.0,5.0,169.0,25.0,0.35714285714285715,11.0
Brazil,10.0,4.0,1,Back-end,,,6.0,Banking/Financial Services,1.0,,9.0,10.824626512735104,8.0,9.0,17.0,100.0,36.0,0.5454545454545454,34.0
United States of America,12.0,4.0,1,Data/ML,1.0,,4.0,Other:,0.0,0.0,,11.51293546492023,8.0,,,144.0,16.0,0.3076923076923077,0.0
Canada,30.0,5.0,1,Back-end,3.0,2.0,17.0,Software Development,2.0,0.0,5.0,12.113940909118687,8.0,5.0,7.0,900.0,289.0,0.5483870967741935,20.0
United States of America,30.0,4.0,1,Back-end,3.0,2.0,19.0,Healthcare,2.0,0.0,10.0,11.849404844423074,8.0,3.0,14.0,900.0,361.0,0.6129032258064516,25.0
Germany,7.0,4.0,1,Full-stack,4.0,1.0,6.0,Insurance,1.0,0.0,,11.063649525214753,6.0,6.0,5.0,49.0,36.0,0.75,17.0
other,7.0,6.0,1,Data/ML,1.0,,1.0,Software Development,2.0,0.0,3.0,10.493771097636834,,,,49.0,1.0,0.125,0.0
United Kingdom of Great Britain and Northern Ireland,30.0,2.0,1,Front-end,5.0,2.0,25.0,Insurance,3.0,0.0,5.0,11.49295742399396,6.0,,7.0,900.0,625.0,0.8064516129032258,0.0
United States of America,15.0,6.0,1,Other,4.0,1.0,5.0,Software Development,1.0,0.0,50.0,11.884495917930655,2.0,2.0,1.0,225.0,25.0,0.3125,5.0
Australia,38.0,5.0,1,Software,3.0,1.0,30.0,Other:,3.0,0.0,20.0,11.55230001244425,11.0,8.0,14.0,1444.0,900.0,0.7692307692307693,33.0
other,10.0,1.0,1,DevOps/Cloud,2.0,2.0,20.0,Other:,2.0,0.0,20.0,11.411490567314875,3.0,6.0,12.0,100.0,400.0,1.8181818181818181,21.0
Sweden,40.0,2.0,1,Software,5.0,2.0,29.0,Software Development,3.0,0.0,10.0,11.454660556838252,5.0,2.0,5.0,1600.0,841.0,0.7073170731707317,12.0
other,15.0,6.0,1,Management,4.0,1.0,30.0,Healthcare,4.0,1.0,7.0,12.128213801489602,,,,225.0,900.0,1.875,0.0
United States of America,22.0,5.0,1,Full-stack,3.0,1.0,18.0,"Internet, Telecomm or Information Services",2.0,0.0,8.0,12.278397958261774,6.0,4.0,7.0,484.0,324.0,0.782608695652174,17.0
Canada,10.0,4.0,1,Full-stack,4.0,2.0,6.0,Software Development,1.0,0.0,,11.890800099073877,7.0,2.0,8.0,100.0,36.0,0.5454545454545454,17.0
Sweden,18.0,1.0,1,Full-stack,4.0,,12.0,Other:,1.0,0.0,,11.008380079161387,7.0,3.0,6.0,324.0,144.0,0.631578947368421,16.0
United States of America,7.0,4.0,1,Full-stack,4.0,1.0,4.0,Higher Education,2.0,0.0,4.0,11.461642696843066,5.0,3.0,9.0,49.0,16.0,0.5,17.0
Germany,25.0,5.0,1,Full-stack,3.0,1.0,15.0,Computer Systems Design and Services,2.0,0.0,15.0,11.556119045056985,4.0,2.0,5.0,625.0,225.0,0.5769230769230769,11.0
other,30.0,4.0,1,Other,7.0,2.0,17.0,Healthcare,2.0,1.0,9.0,12.100717685412471,4.0,4.0,8.0,900.0,289.0,0.5483870967741935,16.0
other,28.0,2.0,1,Desktop,5.0,1.0,25.0,Software Development,2.0,0.0,,11.12877654403074,3.0,2.0,,784.0,625.0,0.8620689655172413,0.0
United States of America,14.0,4.0,1,Embedded/Hardware,2.0,2.0,8.0,Software Development,1.0,0.0,13.0,11.002116507732017,5.0,,3.0,196.0,64.0,0.5333333333333333,0.0
other,14.0,4.0,1,Back-end,,,12.0,,1.0,,2.0,9.885170820750231,3.0,5.0,7.0,196.0,144.0,0.8,15.0
United States of America,30.0,6.0,1,Data/ML,,,21.0,Software Development,3.0,,16.0,11.418625774449598,3.0,3.0,7.0,900.0,441.0,0.6774193548387096,13.0
Australia,7.0,4.0,1,Data/ML,1.0,2.0,7.0,Software Development,1.0,0.0,3.0,11.453865243840683,,,,49.0,49.0,0.875,0.0
United States of America,45.0,6.0,1,Other,5.0,,25.0,Higher Education,4.0,0.0,,11.982935344196433,,,,2025.0,625.0,0.5434782608695652,0.0
United States of America,16.0,5.0,1,Back-end,7.0,,11.0,Government,1.0,0.0,2.0,12.206077645517674,5.0,,6.0,256.0,121.0,0.6470588235294118,0.0
Australia,44.0,5.0,1,Other,3.0,,29.0,Other:,3.0,0.0,20.0,11.059031377457561,8.0,4.0,2.0,1936.0,841.0,0.6444444444444445,14.0
Australia,12.0,4.0,1,Desktop,4.0,1.0,9.0,Higher Education,1.0,0.0,15.0,10.998928150038603,6.0,1.0,5.0,144.0,81.0,0.6923076923076923,12.0
Canada,16.0,5.0,1,Other,6.0,2.0,4.0,"Internet, Telecomm or Information Services",1.0,0.0,12.0,11.497761064450456,6.0,,,256.0,16.0,0.23529411764705882,0.0
Australia,7.0,4.0,1,Full-stack,1.0,1.0,3.0,Software Development,0.0,0.0,4.0,10.82093761213013,6.0,1.0,2.0,49.0,9.0,0.375,9.0
United States of America,34.0,5.0,1,Mobile,7.0,,25.0,Software Development,2.0,0.0,15.0,12.429220196836383,13.0,9.0,17.0,1156.0,625.0,0.7142857142857143,39.0
United States of America,49.0,5.0,1,Back-end,7.0,2.0,42.0,Software Development,4.0,0.0,,12.128116509451258,5.0,,1.0,2401.0,1764.0,0.84,0.0
United States of America,40.0,4.0,1,DevOps/Cloud,5.0,2.0,19.0,Government,3.0,0.0,7.0,12.04355959836804,2.0,,8.0,1600.0,361.0,0.4634146341463415,0.0
Australia,15.0,4.0,1,Back-end,7.0,2.0,11.0,Software Development,1.0,0.0,5.0,12.563893932166975,2.0,2.0,2.0,225.0,121.0,0.6875,6.0
other,8.0,2.0,1,Full-stack,1.0,,2.0,Manufacturing,1.0,0.0,6.0,10.065563884101888,,,,64.0,4.0,0.2222222222222222,0.0
United States of America,31.0,4.0,1,Management,1.0,2.0,28.0,"Internet, Telecomm or Information Services",2.0,1.0,5.0,12.611541086966115,10.0,5.0,21.0,961.0,784.0,0.875,36.0
India,3.0,4.0,1,Data/ML,2.0,2.0,2.0,Software Development,0.0,0.0,10.0,9.255600503381046,3.0,,4.0,9.0,4.0,0.5,0.0
United States of America,20.0,6.0,1,Data/ML,7.0,2.0,13.0,"Transportation, or Supply Chain",2.0,0.0,10.0,12.468440756144114,4.0,3.0,5.0,400.0,169.0,0.6190476190476191,12.0
Canada,10.0,4.0,1,Desktop,2.0,,4.0,Software Development,2.0,0.0,10.0,11.197652918513931,9.0,,11.0,100.0,16.0,0.36363636363636365,0.0
other,30.0,5.0,1,Front-end,1.0,2.0,27.0,Software Development,3.0,0.0,40.0,10.916360382256528,4.0,3.0,7.0,900.0,729.0,0.8709677419354839,14.0
Australia,20.0,5.0,1,Other,,,15.0,Software Development,2.0,,10.0,11.082296383198514,6.0,,,400.0,225.0,0.7142857142857143,0.0
other,35.0,4.0,1,Full-stack,1.0,,5.0,Software Development,3.0,0.0,15.0,11.00602545920671,6.0,7.0,11.0,1225.0,25.0,0.1388888888888889,24.0
United States of America,15.0,5.0,1,Other,7.0,1.0,8.0,Software Development,1.0,0.0,6.0,11.982935344196433,6.0,1.0,8.0,225.0,64.0,0.5,15.0
India,18.0,4.0,1,Full-stack,7.0,2.0,18.0,Software Development,2.0,0.0,6.0,9.543234787249512,6.0,4.0,2.0,324.0,324.0,0.9473684210526315,12.0
other,18.0,2.0,1,Embedded/Hardware,4.0,,11.0,Other:,2.0,0.0,,10.97679912709094,6.0,,,324.0,121.0,0.5789473684210527,0.0
Australia,8.0,4.0,1,Full-stack,2.0,1.0,3.0,Software Development,0.0,0.0,4.0,10.859152831884305,8.0,1.0,6.0,64.0,9.0,0.3333333333333333,15.0
other,16.0,5.0,1,Desktop,3.0,,6.0,Government,2.0,0.0,2.0,10.074116010739036,11.0,4.0,3.0,256.0,36.0,0.35294117647058826,18.0
other,13.0,2.0,1,Management,2.0,2.0,7.0,"Internet, Telecomm or Information Services",1.0,1.0,10.0,9.61587214452889,,,,169.0,49.0,0.5,0.0
other,23.0,5.0,1,Data/ML,3.0,,6.0,Government,1.0,0.0,6.0,10.325449175172755,7.0,,,529.0,36.0,0.25,0.0
India,3.0,2.0,1,Front-end,1.0,2.0,2.0,Software Development,1.0,0.0,7.0,9.360913230455557,3.0,,,9.0,4.0,0.5,0.0
other,22.0,5.0,1,Other,0.0,2.0,18.0,Higher Education,3.0,0.0,10.0,9.392745258631441,12.0,4.0,14.0,484.0,324.0,0.782608695652174,30.0
other,8.0,4.0,1,Full-stack,5.0,1.0,4.0,Retail and Consumer Services,1.0,0.0,,11.101341675853886,4.0,1.0,1.0,64.0,16.0,0.4444444444444444,6.0
other,9.0,4.0,1,Back-end,5.0,,8.0,Fintech,1.0,0.0,,11.196651855658212,2.0,,1.0,81.0,64.0,0.8,0.0
United Kingdom of Great Britain and Northern Ireland,16.0,4.0,1,DevOps/Cloud,4.0,2.0,12.0,Media & Advertising Services,1.0,0.0,12.0,11.355628173081008,3.0,1.0,2.0,256.0,144.0,0.7058823529411765,6.0
Australia,35.0,2.0,1,Other,0.0,2.0,25.0,Other:,3.0,0.0,3.0,9.878374851721052,7.0,6.0,5.0,1225.0,625.0,0.6944444444444444,18.0
Australia,20.0,4.0,1,Full-stack,5.0,1.0,16.0,Energy,2.0,0.0,5.0,11.222065013485606,6.0,2.0,6.0,400.0,256.0,0.7619047619047619,14.0
India,20.0,5.0,1,Management,1.0,1.0,27.0,Software Development,3.0,1.0,2.0,10.74714307336516,5.0,6.0,12.0,400.0,729.0,1.2857142857142858,23.0
Australia,22.0,4.0,1,Mobile,5.0,2.0,16.0,Banking/Financial Services,2.0,0.0,10.0,11.670083048100633,2.0,,3.0,484.0,256.0,0.6956521739130435,0.0
Spain,9.0,3.0,1,Front-end,,,6.0,,1.0,,4.0,10.745205588904774,4.0,,1.0,81.0,36.0,0.6,0.0
other,10.0,3.0,1,Other,4.0,,15.0,Manufacturing,2.0,0.0,,9.779793330189797,,,,100.0,225.0,1.3636363636363635,0.0
Ukraine,12.0,4.0,1,Front-end,1.0,2.0,11.0,Energy,1.0,1.0,10.0,11.183031543709138,6.0,,7.0,144.0,121.0,0.8461538461538461,0.0
India,8.0,4.0,1,Back-end,3.0,2.0,4.0,Software Development,1.0,0.0,5.0,10.33543229344867,6.0,6.0,9.0,64.0,16.0,0.4444444444444444,21.0
other,40.0,6.0,1,Other,3.0,2.0,30.0,Software Development,3.0,1.0,10.0,12.131478401319203,12.0,1.0,4.0,1600.0,900.0,0.7317073170731707,17.0
other,12.0,1.0,1,Full-stack,,,2.0,"Internet, Telecomm or Information Services",0.0,,3.0,10.352107930958221,8.0,2.0,7.0,144.0,4.0,0.15384615384615385,17.0
Australia,27.0,2.0,1,Front-end,4.0,2.0,26.0,Software Development,3.0,0.0,50.0,11.48776149130668,3.0,,,729.0,676.0,0.9285714285714286,0.0
Canada,29.0,5.0,1,Desktop,7.0,,29.0,"Internet, Telecomm or Information Services",3.0,0.0,20.0,11.667653121171744,9.0,3.0,10.0,841.0,841.0,0.9666666666666667,22.0
Sweden,30.0,2.0,1,Embedded/Hardware,,,19.0,Software Development,2.0,,,11.04920604863151,7.0,,6.0,900.0,361.0,0.6129032258064516,0.0
other,20.0,5.0,1,Back-end,5.0,1.0,8.0,Software Development,1.0,0.0,,11.68346117404681,11.0,5.0,18.0,400.0,64.0,0.38095238095238093,34.0
Ukraine,30.0,5.0,1,Back-end,3.0,2.0,15.0,"Transportation, or Supply Chain",3.0,0.0,5.0,11.51293546492023,8.0,4.0,14.0,900.0,225.0,0.4838709677419355,26.0
Australia,2.0,2.0,1,Other,,,,,1.0,,,9.367600498174767,9.0,6.0,15.0,4.0,,,30.0
France,7.0,4.0,1,Front-end,1.0,2.0,4.0,Software Development,3.0,0.0,15.0,10.840502055950259,5.0,2.0,4.0,49.0,16.0,0.5,11.0
India,12.0,5.0,1,Full-stack,6.0,,11.0,Software Development,2.0,0.0,,11.152601012526336,,,,144.0,121.0,0.8461538461538461,0.0
Netherlands,20.0,5.0,1,Mobile,2.0,1.0,15.0,Healthcare,2.0,1.0,5.0,11.610188282590439,7.0,,,400.0,225.0,0.7142857142857143,0.0
other,27.0,4.0,1,Software,6.0,1.0,22.0,"Transportation, or Supply Chain",2.0,1.0,15.0,10.83903174133217,4.0,4.0,7.0,729.0,484.0,0.7857142857142857,15.0
other,12.0,4.0,1,Mobile,3.0,,7.0,Software Development,1.0,1.0,4.0,9.732521279780308,1.0,,,144.0,49.0,0.5384615384615384,0.0
Australia,8.0,4.0,1,Full-stack,1.0,1.0,6.0,Software Development,3.0,0.0,10.0,11.020430797888961,9.0,6.0,4.0,64.0,36.0,0.6666666666666666,19.0
India,16.0,4.0,1,Mobile,7.0,,11.0,Software Development,2.0,0.0,10.0,9.543234787249512,2.0,,,256.0,121.0,0.6470588235294118,0.0
other,25.0,5.0,1,Other,5.0,1.0,16.0,"Transportation, or Supply Chain",2.0,0.0,8.0,11.549932190599325,6.0,7.0,8.0,625.0,256.0,0.6153846153846154,21.0
Spain,9.0,4.0,1,Front-end,3.0,2.0,8.0,Software Development,2.0,0.0,4.0,11.736077016252437,,,,81.0,64.0,0.8,0.0
Australia,45.0,4.0,1,Full-stack,3.0,1.0,34.0,"Transportation, or Supply Chain",4.0,0.0,12.0,11.48776149130668,4.0,1.0,4.0,2025.0,1156.0,0.7391304347826086,9.0
other,9.0,5.0,1,Data/ML,3.0,,6.0,Software Development,1.0,0.0,11.0,11.007568195796024,1.0,2.0,3.0,81.0,36.0,0.6,6.0
other,14.0,2.0,1,Full-stack,5.0,1.0,10.0,Software Development,2.0,0.0,,11.230708431949505,6.0,4.0,8.0,196.0,100.0,0.6666666666666666,18.0
other,24.0,2.0,1,Desktop,,,20.0,Computer Systems Design and Services,2.0,,5.0,10.928166212826115,12.0,7.0,7.0,576.0,400.0,0.8,26.0
Switzerland,41.0,6.0,1,Embedded/Hardware,5.0,1.0,30.0,Manufacturing,3.0,0.0,2.0,11.990351480031602,2.0,,,1681.0,900.0,0.7142857142857143,0.0
Germany,30.0,5.0,1,Software,1.0,2.0,20.0,"Internet, Telecomm or Information Services",2.0,0.0,10.0,10.968336211051428,15.0,5.0,10.0,900.0,400.0,0.6451612903225806,30.0
Germany,10.0,4.0,1,Full-stack,3.0,2.0,10.0,Insurance,1.0,0.0,6.0,11.230708431949505,3.0,2.0,11.0,100.0,100.0,0.9090909090909091,16.0
Netherlands,26.0,5.0,1,Back-end,3.0,1.0,14.0,Fintech,2.0,0.0,10.0,11.661483391611373,6.0,3.0,7.0,676.0,196.0,0.5185185185185185,16.0
Switzerland,42.0,5.0,1,Management,3.0,1.0,40.0,Government,4.0,1.0,10.0,12.25861291212462,10.0,4.0,4.0,1764.0,1600.0,0.9302325581395349,18.0
United States of America,10.0,4.0,1,Other,2.0,1.0,3.0,Higher Education,1.0,0.0,3.0,11.082157933374816,5.0,1.0,8.0,100.0,9.0,0.2727272727272727,14.0
Australia,26.0,5.0,1,Full-stack,7.0,,19.0,Banking/Financial Services,2.0,1.0,25.0,11.702867908895545,7.0,4.0,8.0,676.0,361.0,0.7037037037037037,19.0
other,8.0,,1,Other,2.0,1.0,2.0,Software Development,1.0,0.0,5.0,10.745205588904774,,,,64.0,4.0,0.2222222222222222,0.0
Germany,25.0,5.0,1,Full-stack,3.0,1.0,20.0,Software Development,2.0,0.0,5.0,11.756788869858779,6.0,,,625.0,400.0,0.7692307692307693,0.0
Italy,41.0,5.0,1,Software,3.0,2.0,26.0,Government,4.0,0.0,15.0,12.066942753369188,,4.0,7.0,1681.0,676.0,0.6190476190476191,0.0
other,23.0,1.0,1,Management,3.0,,17.0,Software Development,2.0,1.0,,11.487125489479816,5.0,2.0,14.0,529.0,289.0,0.7083333333333334,21.0
India,7.0,4.0,1,Other,7.0,1.0,2.0,Software Development,1.0,0.0,5.0,9.543234787249512,3.0,,,49.0,4.0,0.25,0.0
other,16.0,4.0,1,Other,3.0,,8.0,Software Development,1.0,0.0,10.0,10.370518016302448,8.0,1.0,1.0,256.0,64.0,0.47058823529411764,10.0
other,10.0,4.0,1,Full-stack,2.0,,8.0,Insurance,1.0,0.0,5.0,10.978233970102256,7.0,6.0,3.0,100.0,64.0,0.7272727272727273,16.0
Switzerland,9.0,5.0,1,Software,7.0,,27.0,Computer Systems Design and Services,3.0,1.0,5.0,12.050067747702732,5.0,,4.0,81.0,729.0,2.7,0.0
United Kingdom of Great Britain and Northern Ireland,22.0,5.0,1,Full-stack,5.0,1.0,15.0,Other:,2.0,0.0,5.0,11.390678731822566,2.0,2.0,4.0,484.0,225.0,0.6521739130434783,8.0
other,27.0,4.0,1,Desktop,2.0,,20.0,Software Development,2.0,0.0,20.0,10.74218424297173,4.0,1.0,1.0,729.0,400.0,0.7142857142857143,6.0
other,17.0,4.0,1,Full-stack,4.0,2.0,10.0,"Internet, Telecomm or Information Services",2.0,0.0,2.0,11.438341995170033,6.0,1.0,,289.0,100.0,0.5555555555555556,0.0
other,30.0,5.0,1,Embedded/Hardware,5.0,,15.0,Computer Systems Design and Services,3.0,0.0,4.0,11.621142895756911,3.0,,5.0,900.0,225.0,0.4838709677419355,0.0
Italy,35.0,5.0,1,Full-stack,5.0,2.0,5.0,Software Development,2.0,0.0,5.0,10.388533723314632,4.0,4.0,6.0,1225.0,25.0,0.1388888888888889,14.0
other,43.0,5.0,1,Other,,,32.0,Government,4.0,,15.0,12.221094254105662,6.0,4.0,,1849.0,1024.0,0.7272727272727273,0.0
other,19.0,4.0,1,Full-stack,3.0,1.0,15.0,Software Development,2.0,0.0,4.0,11.596448263941499,,,,361.0,225.0,0.75,0.0
other,10.0,4.0,1,Front-end,2.0,1.0,7.0,Software Development,1.0,0.0,,9.962086594839064,3.0,,,100.0,49.0,0.6363636363636364,0.0
other,40.0,5.0,1,Full-stack,6.0,1.0,27.0,Other:,4.0,0.0,2.0,11.596448263941499,7.0,2.0,,1600.0,729.0,0.6585365853658537,0.0
France,15.0,6.0,1,Other,2.0,2.0,10.0,Energy,1.0,0.0,10.0,11.304805984955106,,,,225.0,100.0,0.625,0.0
other,10.0,5.0,1,Mobile,5.0,,10.0,Software Development,1.0,,9.0,11.844284652204617,6.0,4.0,3.0,100.0,100.0,0.9090909090909091,13.0
other,,4.0,1,DevOps/Cloud,5.0,1.0,9.0,Software Development,2.0,0.0,5.0,10.69471380325571,3.0,,12.0,,81.0,,0.0
Italy,4.0,1.0,1,Full-stack,1.0,,3.0,Software Development,1.0,0.0,,10.147374464988237,8.0,1.0,,16.0,9.0,0.6,0.0
Ukraine,4.0,4.0,1,Back-end,1.0,2.0,2.0,Media & Advertising Services,0.0,0.0,3.0,9.422867770827203,4.0,3.0,4.0,16.0,4.0,0.4,11.0
Germany,4.0,5.0,1,Full-stack,5.0,1.0,2.0,Other:,1.0,0.0,3.0,11.373801319159593,5.0,2.0,5.0,16.0,4.0,0.4,12.0
United Kingdom of Great Britain and Northern Ireland,35.0,4.0,1,Management,7.0,2.0,35.0,Other:,3.0,1.0,10.0,11.6589374006013,4.0,1.0,,1225.0,1225.0,0.9722222222222222,0.0
United States of America,22.0,6.0,1,Embedded/Hardware,7.0,1.0,10.0,Computer Systems Design and Services,2.0,0.0,8.0,12.206077645517674,7.0,,9.0,484.0,100.0,0.43478260869565216,0.0
Sweden,11.0,4.0,1,Full-stack,0.0,1.0,7.0,Retail and Consumer Services,1.0,0.0,10.0,11.560028492438871,3.0,2.0,12.0,121.0,49.0,0.5833333333333334,17.0
Spain,36.0,6.0,1,Other,2.0,,15.0,Higher Education,3.0,0.0,,11.438341995170033,5.0,,5.0,1296.0,225.0,0.40540540540540543,0.0
other,7.0,4.0,1,Embedded/Hardware,5.0,,3.0,Manufacturing,0.0,0.0,15.0,10.095718185206863,5.0,,6.0,49.0,9.0,0.375,0.0
other,13.0,5.0,1,Full-stack,2.0,1.0,7.0,Banking/Financial Services,2.0,0.0,5.0,11.48294037187965,4.0,1.0,,169.0,49.0,0.5,0.0
